Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis
AVIBASE-7AA56690,Heliangelus clarisse,Heliangelus amethysticollis,Heliangelus amethysticollis
AVIBASE-D13C5D60,Heliangelus exortis,Heliangelus exortis,Heliangelus exortis
AVIBASE-B9ADD845,Heliangelus mavors,Heliangelus mavors,Heliangelus mavors
AVIBASE-99E728A9,Heliangelus micraster,Heliangelus micraster,Heliangelus micraster
AVIBASE-80D6D83B,Heliangelus regalis,Heliangelus regalis,Heliangelus regalis
AVIBASE-DA50B42A,Heliangelus spencei,Heliangelus amethysticollis,Heliangelus amethysticollis
AVIBASE-D88EA528,Heliangelus strophianus,Heliangelus strophianus,Heliangelus strophianus
AVIBASE-E9C20F6C,Heliangelus viola,Heliangelus viola,Heliangelus viola
AVIBASE-58078CCA,Helicolestes hamatus,Helicolestes hamatus,Helicolestes hamatus
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus
AVIBASE-0BCA95F5,Heliodoxa aurescens,Heliodoxa aurescens,Heliodoxa aurescens
AVIBASE-BC678304,Heliodoxa branickii,Heliodoxa branickii,Heliodoxa branickii
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis
AVIBASE-5F1473EE,Heliodoxa imperatrix,Heliodoxa imperatrix,Heliodoxa imperatrix
AVIBASE-826BF290,Heliodoxa jacula,Heliodoxa jacula,Heliodoxa jacula
AVIBASE-1368181F,Heliodoxa leadbeateri,Heliodoxa leadbeateri,Heliodoxa leadbeateri
AVIBASE-06B7366C,Heliodoxa rubinoides,Heliodoxa rubinoides,Heliodoxa rubinoides
AVIBASE-31F0678A,Heliodoxa schreibersii,Heliodoxa schreibersii,Heliodoxa schreibersii
AVIBASE-2088F99E,Heliodoxa whitelyana,Heliodoxa schreibersii,Heliodoxa schreibersii
AVIBASE-73340764,Heliodoxa xanthogonys,Heliodoxa xanthogonys,Heliodoxa xanthogonys
AVIBASE-CFE2C8C8,Heliomaster constantii,Heliomaster constantii,Heliomaster constantii
AVIBASE-8E2B55E8,Heliomaster furcifer,Heliomaster furcifer,Heliomaster furcifer
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris
AVIBASE-CE6CB6B7,Heliomaster squamosus,Heliomaster squamosus,Heliomaster squamosus
AVIBASE-EC6869E2,Heliopais personatus,Heliopais personatus,Heliopais personatus
AVIBASE-097FAA36,Heliornis fulica,Heliornis fulica,Heliornis fulica
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus
AVIBASE-B70BC2CB,Heliothryx barroti,Heliothryx barroti,Heliothryx barroti
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis
AVIBASE-295C4CD6,Helmitheros vermivorum,Helmitheros vermivorum,Helmitheros vermivorum
AVIBASE-23956360,Hemicircus canente,Hemicircus canente,Hemicircus canente
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus
AVIBASE-43F17FD6,Hemignathus affinis,Hemignathus affinis,Hemignathus lucidus
AVIBASE-FBE9861A,Hemignathus hanapepe,Hemignathus hanapepe,Hemignathus lucidus
AVIBASE-2019D40E,Hemignathus lucidus,Hemignathus lucidus,Hemignathus lucidus
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi
AVIBASE-71F12B23,Hemimacronyx chloris,Hemimacronyx chloris,Anthus chloris
AVIBASE-1819B63F,Hemiphaga chathamensis,Hemiphaga chathamensis,Hemiphaga novaeseelandiae
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae
AVIBASE-76477B32,Hemiprocne comata,Hemiprocne comata,Hemiprocne comata
AVIBASE-509C8FD4,Hemiprocne coronata,Hemiprocne coronata,Hemiprocne coronata
AVIBASE-9B8B422F,Hemiprocne longipennis,Hemiprocne longipennis,Hemiprocne longipennis
AVIBASE-C689BD7E,Hemiprocne mystacea,Hemiprocne mystacea,Hemiprocne mystacea
AVIBASE-98B4A716,Hemipus hirundinaceus,Hemipus hirundinaceus,Hemipus hirundinaceus
AVIBASE-B0066A99,Hemipus picatus,Hemipus picatus,Hemipus picatus
AVIBASE-D86EAD92,Hemitesia neumanni,Urosphena neumanni,Hemitesia neumanni
AVIBASE-E87512DF,Hemitesia pallidipes,Urosphena pallidipes,Cettia pallidipes
AVIBASE-A62F8926,Hemithraupis flavicollis,Hemithraupis flavicollis,Hemithraupis flavicollis
AVIBASE-0C58C65E,Hemithraupis guira,Hemithraupis guira,Hemithraupis guira
AVIBASE-58332419,Hemithraupis ruficapilla,Hemithraupis ruficapilla,Hemithraupis ruficapilla
AVIBASE-16CC6A73,Hemitriccus cinnamomeipectus,Hemitriccus cinnamomeipectus,Hemitriccus cinnamomeipectus
AVIBASE-287B92E9,Hemitriccus cohnhafti,Hemitriccus cohnhafti,Hemitriccus spodiops
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus
AVIBASE-DCD65D2A,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis
AVIBASE-7B0D94FA,Hemitriccus griseipectus,Hemitriccus griseipectus,Hemitriccus griseipectus
AVIBASE-88B7BCFD,Hemitriccus inornatus,Hemitriccus inornatus,Hemitriccus inornatus
AVIBASE-7B213A40,Hemitriccus iohannis,Hemitriccus iohannis,Hemitriccus iohannis
AVIBASE-8DEC75BC,Hemitriccus josephinae,Hemitriccus josephinae,Hemitriccus josephinae
AVIBASE-4F4E9022,Hemitriccus kaempferi,Hemitriccus kaempferi,Hemitriccus kaempferi
AVIBASE-8B67256A,Hemitriccus margaritaceiventer,Hemitriccus margaritaceiventer,Hemitriccus margaritaceiventer
AVIBASE-93D764F6,Hemitriccus minimus,Hemitriccus minimus,Hemitriccus minimus
AVIBASE-67D5984B,Hemitriccus minor,Hemitriccus minor,Hemitriccus minor
AVIBASE-2B663C9F,Hemitriccus mirandae,Hemitriccus mirandae,Hemitriccus mirandae
AVIBASE-4D359426,Hemitriccus nidipendulus,Hemitriccus nidipendulus,Hemitriccus nidipendulus
AVIBASE-3B65A703,Hemitriccus obsoletus,Hemitriccus obsoletus,Hemitriccus obsoletus
AVIBASE-BB9BDDF8,Hemitriccus orbitatus,Hemitriccus orbitatus,Hemitriccus orbitatus
AVIBASE-447039A9,Hemitriccus rufigularis,Hemitriccus rufigularis,Hemitriccus rufigularis
AVIBASE-FFF096DB,Hemitriccus spodiops,Hemitriccus spodiops,Hemitriccus spodiops
AVIBASE-54EF3ACB,Hemitriccus striaticollis,Hemitriccus striaticollis,Hemitriccus striaticollis
AVIBASE-04CCE338,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops
AVIBASE-5BAE0043,Hemixos castanonotus,Hemixos castanonotus,Hemixos castanonotus
AVIBASE-822717D8,Hemixos cinereus,Hemixos cinereus,Hemixos flavala
AVIBASE-482275EB,Hemixos connectens,Hemixos cinereus,Hemixos flavala
AVIBASE-32E65FB3,Hemixos flavala,Hemixos flavala,Hemixos flavala
AVIBASE-710EBAE8,Hemixos leucogrammicus,Pycnonotus leucogrammicus,Pycnonotus leucogrammicus
AVIBASE-36DD499F,Henicopernis infuscatus,Henicopernis infuscatus,Henicopernis infuscatus
AVIBASE-AC3B7AD4,Henicopernis longicauda,Henicopernis longicauda,Henicopernis longicauda
AVIBASE-A91318C0,Henicophaps albifrons,Henicophaps albifrons,Henicophaps albifrons
AVIBASE-0165D38B,Henicophaps foersteri,Henicophaps foersteri,Henicophaps foersteri
AVIBASE-BDC37153,Henicorhina anachoreta,Henicorhina anachoreta,Henicorhina leucophrys
AVIBASE-57420691,Henicorhina leucophrys,Henicorhina leucophrys,Henicorhina leucophrys
AVIBASE-5A62A484,Henicorhina leucoptera,Henicorhina leucoptera,Henicorhina leucoptera
AVIBASE-3563183F,Henicorhina leucosticta,Henicorhina leucosticta,Henicorhina leucosticta
AVIBASE-228BABC3,Henicorhina negreti,Henicorhina negreti,Henicorhina negreti
AVIBASE-24C90C1A,Herpetotheres cachinnans,Herpetotheres cachinnans,Herpetotheres cachinnans
AVIBASE-38B867FD,Herpsilochmus atricapillus,Herpsilochmus atricapillus,Herpsilochmus atricapillus
AVIBASE-009A3CAA,Herpsilochmus axillaris,Herpsilochmus axillaris,Herpsilochmus axillaris
AVIBASE-9442883E,Herpsilochmus dorsimaculatus,Herpsilochmus dorsimaculatus,Herpsilochmus dorsimaculatus
AVIBASE-2D649D9F,Herpsilochmus dugandi,Herpsilochmus dugandi,Herpsilochmus dugandi
AVIBASE-881FE108,Herpsilochmus gentryi,Herpsilochmus gentryi,Herpsilochmus gentryi
AVIBASE-EE3F7F41,Herpsilochmus longirostris,Herpsilochmus longirostris,Herpsilochmus longirostris
AVIBASE-57E1F692,Herpsilochmus motacilloides,Herpsilochmus motacilloides,Herpsilochmus motacilloides
AVIBASE-6E2505D7,Herpsilochmus parkeri,Herpsilochmus parkeri,Herpsilochmus parkeri
AVIBASE-277F57DE,Herpsilochmus pectoralis,Herpsilochmus pectoralis,Herpsilochmus pectoralis
AVIBASE-E6581183,Herpsilochmus pileatus,Herpsilochmus pileatus,Herpsilochmus pileatus
AVIBASE-A0975D6E,Herpsilochmus praedictus,Herpsilochmus praedictus,NA
AVIBASE-039291B6,Herpsilochmus roraimae,Herpsilochmus roraimae,Herpsilochmus roraimae
AVIBASE-94479EAE,Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus
AVIBASE-4E6C31E9,Herpsilochmus scapularis,Herpsilochmus frater,Herpsilochmus rufimarginatus
AVIBASE-2587F820,Herpsilochmus sellowi,Herpsilochmus sellowi,Herpsilochmus sellowi
AVIBASE-17487809,Herpsilochmus stictocephalus,Herpsilochmus stictocephalus,Herpsilochmus stictocephalus
AVIBASE-42B2013F,Herpsilochmus sticturus,Herpsilochmus sticturus,Herpsilochmus sticturus
AVIBASE-F1E7B851,Herpsilochmus stotzi,Herpsilochmus stotzi,NA
AVIBASE-5C079E0C,Hesperiphona abeillei,Coccothraustes abeillei,Coccothraustes abeillei
AVIBASE-C6B5497C,Hesperiphona vespertina,Coccothraustes vespertinus,Coccothraustes vespertinus
AVIBASE-9A003ACA,Heterocercus aurantiivertex,Heterocercus aurantiivertex,Heterocercus aurantiivertex
AVIBASE-08F2D7DF,Heterocercus flavivertex,Heterocercus flavivertex,Heterocercus flavivertex
AVIBASE-F8BBD894,Heterocercus linteatus,Heterocercus linteatus,Heterocercus linteatus
AVIBASE-216207A9,Heteromirafra archeri,Heteromirafra archeri,Heteromirafra sidamoensis
AVIBASE-216207A9,Heteromirafra archeri,Heteromirafra archeri,Heteromirafra archeri
AVIBASE-2B8E5C63,Heteromirafra ruddi,Heteromirafra ruddi,Heteromirafra ruddi
AVIBASE-E6B72B68,Heteromunia pectoralis,Heteromunia pectoralis,Heteromunia pectoralis
AVIBASE-1A2A03C3,Heteromyias albispecularis,Heteromyias albispecularis,Heteromyias albispecularis
AVIBASE-0B0E50E0,Heteromyias armiti,Heteromyias albispecularis,Heteromyias albispecularis
AVIBASE-6C122D2F,Heteromyias cinereifrons,Heteromyias cinereifrons,Heteromyias albispecularis
AVIBASE-5ACD60F4,Heteronetta atricapilla,Heteronetta atricapilla,Heteronetta atricapilla
AVIBASE-2487A80F,Heterophasia auricularis,Heterophasia auricularis,Heterophasia auricularis
AVIBASE-50BF5295,Heterophasia capistrata,Heterophasia capistrata,Heterophasia capistrata
AVIBASE-2869ADB4,Heterophasia desgodinsi,Heterophasia desgodinsi,Heterophasia desgodinsi
AVIBASE-3B369923,Heterophasia gracilis,Heterophasia gracilis,Heterophasia gracilis
AVIBASE-49E535FF,Heterophasia melanoleuca,Heterophasia melanoleuca,Heterophasia melanoleuca
AVIBASE-3C8820C7,Heterophasia picaoides,Heterophasia picaoides,Heterophasia picaoides
AVIBASE-F990AA6C,Heterophasia pulchella,Heterophasia pulchella,Heterophasia pulchella
AVIBASE-D2B68684,Heteroscenes pallidus,Cacomantis pallidus,Cuculus pallidus
AVIBASE-8004723E,Heterospingus rubrifrons,Heterospingus rubrifrons,Heterospingus rubrifrons
AVIBASE-D9B6353E,Heterospingus xanthopygius,Heterospingus xanthopygius,Heterospingus xanthopygius
AVIBASE-1BF89BB6,Heterotetrax humilis,Eupodotis humilis,Eupodotis humilis
AVIBASE-303DD648,Heterotetrax rueppelii,Eupodotis rueppelii,Eupodotis rueppellii
AVIBASE-199B6280,Heterotetrax vigorsii,Eupodotis vigorsii,Eupodotis vigorsii
AVIBASE-5D15D786,Heteroxenicus stellatus,Brachypteryx stellata,Brachypteryx stellata
AVIBASE-7DF00403,Hieraaetus ayresii,Hieraaetus ayresii,Hieraaetus ayresii
AVIBASE-1117758C,Hieraaetus morphnoides,Hieraaetus morphnoides,Hieraaetus morphnoides
AVIBASE-4B8CC285,Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus
AVIBASE-535F3C99,Hieraaetus wahlbergi,Hieraaetus wahlbergi,Aquila wahlbergi
AVIBASE-BB8B4113,Hieraaetus weiskei,Hieraaetus weiskei,Hieraaetus weiskei
AVIBASE-985D5E9E,Hierococcyx bocki,Hierococcyx bocki,Cuculus sparverioides
AVIBASE-FBCC3C2F,Hierococcyx fugax,Hierococcyx fugax,Cuculus fugax
AVIBASE-207B3537,Hierococcyx hyperythrus,Hierococcyx hyperythrus,Cuculus fugax
AVIBASE-099F2928,Hierococcyx nisicolor,Hierococcyx nisicolor,Cuculus fugax
AVIBASE-0A04334E,Hierococcyx pectoralis,Hierococcyx pectoralis,Cuculus fugax
AVIBASE-CC033E81,Hierococcyx sparverioides,Hierococcyx sparverioides,Cuculus sparverioides
AVIBASE-7B055529,Hierococcyx vagans,Hierococcyx vagans,Cuculus vagans
AVIBASE-0880DDC8,Hierococcyx varius,Hierococcyx varius,Cuculus varius
AVIBASE-109000B4,Himalayapsitta cyanocephala,Psittacula cyanocephala,Psittacula cyanocephala
AVIBASE-A72667DF,Himalayapsitta finschii,Psittacula finschii,Psittacula finschii
AVIBASE-5D7421A0,Himalayapsitta himalayana,Psittacula himalayana,Psittacula himalayana
AVIBASE-7FBB0C8D,Himalayapsitta roseata,Psittacula roseata,Psittacula roseata
AVIBASE-C2830C86,Himantopus himantopus,Himantopus leucocephalus,Himantopus leucocephalus
AVIBASE-3CAEB7CE,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus
AVIBASE-D543132B,Himantopus himantopus,Himantopus mexicanus,Himantopus mexicanus
AVIBASE-C26304D6,Himantopus novaezelandiae,Himantopus novaezelandiae,Himantopus novaezelandiae
AVIBASE-8D6E495E,Himantornis haematopus,Himantornis haematopus,Himantornis haematopus
AVIBASE-4309F417,Himatione fraithii,Himatione fraithii,Himatione sanguinea
AVIBASE-374CF449,Himatione sanguinea,Himatione sanguinea,Himatione sanguinea
AVIBASE-869C978C,Hippolais icterina,Hippolais icterina,Hippolais icterina
AVIBASE-B10AD127,Hippolais languida,Hippolais languida,Hippolais languida
AVIBASE-791DED18,Hippolais olivetorum,Hippolais olivetorum,Hippolais olivetorum
AVIBASE-DCDD1BCA,Hippolais polyglotta,Hippolais polyglotta,Hippolais polyglotta
AVIBASE-EA55CA27,Hirundapus caudacutus,Hirundapus caudacutus,Hirundapus caudacutus
AVIBASE-0685479A,Hirundapus celebensis,Hirundapus celebensis,Hirundapus celebensis
AVIBASE-E4875B29,Hirundapus cochinchinensis,Hirundapus cochinchinensis,Hirundapus cochinchinensis
AVIBASE-468C27AD,Hirundapus giganteus,Hirundapus giganteus,Hirundapus giganteus
AVIBASE-FF75DFC5,Hirundinea bellicosa,Hirundinea ferruginea,Hirundinea ferruginea
AVIBASE-7B20FC9D,Hirundinea ferruginea,Hirundinea ferruginea,Hirundinea ferruginea
AVIBASE-42E93B64,Hirundo aethiopica,Hirundo aethiopica,Hirundo aethiopica
AVIBASE-E7755BD1,Hirundo albigularis,Hirundo albigularis,Hirundo albigularis
AVIBASE-B418B155,Hirundo angolensis,Hirundo angolensis,Hirundo angolensis
AVIBASE-CB7FB32A,Hirundo atrocaerulea,Hirundo atrocaerulea,Hirundo atrocaerulea
AVIBASE-0E5AB5F0,Hirundo dimidiata,Hirundo dimidiata,Hirundo dimidiata
AVIBASE-B9AC53DE,Hirundo javanica,Hirundo tahitica,Hirundo tahitica
AVIBASE-8FCDB881,Hirundo javanica,Hirundo domicola,Hirundo domicola
AVIBASE-29D93FC2,Hirundo leucosoma,Hirundo leucosoma,Hirundo leucosoma
AVIBASE-F401ECCF,Hirundo lucida,Hirundo lucida,Hirundo lucida
AVIBASE-BAAFB1BC,Hirundo megaensis,Hirundo megaensis,Hirundo megaensis
AVIBASE-F8F6B795,Hirundo neoxena,Hirundo neoxena,Hirundo neoxena
AVIBASE-0116C834,Hirundo nigrita,Hirundo nigrita,Hirundo nigrita
AVIBASE-10605B6E,Hirundo nigrorufa,Hirundo nigrorufa,Hirundo nigrorufa
AVIBASE-58C502EA,Hirundo rustica,Hirundo rustica,Hirundo rustica
AVIBASE-B79D6B3D,Hirundo smithii,Hirundo smithii,Hirundo smithii
AVIBASE-8C7E0230,Hirundo tahitica,Hirundo tahitica,Hirundo tahitica
AVIBASE-BCBD2EAE,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus
AVIBASE-FD2FEFFD,Histurgops ruficauda,Histurgops ruficauda,Histurgops ruficaudus
AVIBASE-789DEC69,Hodgsonius phaenicuroides,Luscinia phaenicuroides,Hodgsonius phaenicuroides
AVIBASE-FC943B05,Hoploxypterus cayanus,Vanellus cayanus,Vanellus cayanus
AVIBASE-8009A6BC,Horizocerus albocristatus,Horizocerus albocristatus,Tropicranus albocristatus
AVIBASE-EBFEDFB3,Horizocerus cassini,Horizocerus albocristatus,Tropicranus albocristatus
AVIBASE-23FEF54E,Horizocerus granti,Horizocerus hartlaubi,Tockus hartlaubi
AVIBASE-66D85117,Horizocerus hartlaubi,Horizocerus hartlaubi,Tockus hartlaubi
AVIBASE-0A91A181,Horornis acanthizoides,Horornis acanthizoides,Cettia acanthizoides
AVIBASE-70419673,Horornis annae,Horornis annae,Cettia annae
AVIBASE-4B3D2096,Horornis brunnescens,Horornis brunnescens,Cettia brunnescens
AVIBASE-CF833D56,Horornis canturians,Horornis canturians,Cettia canturians
AVIBASE-D91319C4,Horornis carolinae,Horornis carolinae,Cettia carolinae
AVIBASE-7D1FD35D,Horornis diphone,Horornis diphone,Cettia diphone
AVIBASE-8C91ADCB,Horornis flavolivaceus,Horornis vulcanius,Cettia vulcania
AVIBASE-9AED6576,Horornis flavolivaceus,Horornis flavolivaceus,Cettia flavolivacea
AVIBASE-16508376,Horornis fortipes,Horornis fortipes,Cettia fortipes
AVIBASE-A974FAFE,Horornis haddeni,Horornis haddeni,Cettia haddeni
AVIBASE-DFE28E09,Horornis parens,Horornis parens,Cettia parens
AVIBASE-8CC7FC93,Horornis ruficapilla,Horornis ruficapilla,Cettia ruficapilla
AVIBASE-516D598B,Horornis seebohmi,Horornis seebohmi,Cettia seebohmi
AVIBASE-4E2CA7F7,Houbaropsis bengalensis,Houbaropsis bengalensis,Houbaropsis bengalensis
AVIBASE-D6E30413,Humblotia flavirostris,Humblotia flavirostris,Humblotia flavirostris
AVIBASE-D3FAE385,Hydrobates castro,Hydrobates castro,Oceanodroma castro
AVIBASE-B57A7ED2,Hydrobates cheimomnestes,Hydrobates cheimomnestes,Oceanodroma leucorhoa
AVIBASE-DD814006,Hydrobates furcatus,Hydrobates furcatus,Oceanodroma furcata
AVIBASE-04B43245,Hydrobates homochroa,Hydrobates homochroa,Oceanodroma homochroa
AVIBASE-5F5C5FD3,Hydrobates hornbyi,Hydrobates hornbyi,Oceanodroma hornbyi
AVIBASE-0F6A5DD6,Hydrobates jabejabe,Hydrobates jabejabe,Oceanodroma castro
AVIBASE-C5FB15C6,Hydrobates leucorhous,Hydrobates leucorhous,Oceanodroma leucorhoa
AVIBASE-6FC4B715,Hydrobates macrodactylus,Hydrobates macrodactyla,Oceanodroma leucorhoa
AVIBASE-326E50B4,Hydrobates markhami,Hydrobates markhami,Oceanodroma markhami
AVIBASE-6AA236DD,Hydrobates matsudairae,Hydrobates matsudairae,Oceanodroma matsudairae
AVIBASE-149499C6,Hydrobates melania,Hydrobates melania,Oceanodroma melania
AVIBASE-183CC218,Hydrobates microsoma,Hydrobates microsoma,Halocyptena microsoma
AVIBASE-80DE8670,Hydrobates monorhis,Hydrobates monorhis,Oceanodroma monorhis
AVIBASE-3E579E5B,Hydrobates monteiroi,Hydrobates monteiroi,Oceanodroma monteiroi
AVIBASE-E1638A37,Hydrobates pelagicus,Hydrobates pelagicus,Hydrobates pelagicus
AVIBASE-C794DCC7,Hydrobates socorroensis,Hydrobates socorroensis,Oceanodroma leucorhoa
AVIBASE-7BE70E1F,Hydrobates tethys,Hydrobates tethys,Oceanodroma tethys
AVIBASE-EDF95934,Hydrobates tristrami,Hydrobates tristrami,Oceanodroma tristrami
AVIBASE-18E79DA7,Hydrochous gigas,Hydrochous gigas,Hydrochous gigas
AVIBASE-F89FD6E3,Hydrocoloeus minutus,Hydrocoloeus minutus,Larus minutus
AVIBASE-6F672FA3,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Hydrophasianus chirurgus
AVIBASE-BC06BC0D,Hydroprogne caspia,Hydroprogne caspia,Sterna caspia
AVIBASE-663835A6,Hydropsalis cayennensis,Hydropsalis cayennensis,Caprimulgus cayennensis
AVIBASE-27032D18,Hydropsalis climacocerca,Hydropsalis climacocerca,Hydropsalis climacocerca
AVIBASE-28045DA0,Hydropsalis maculicaudus,Hydropsalis maculicaudus,Caprimulgus maculicaudus
AVIBASE-29AAC222,Hydropsalis torquata,Hydropsalis torquata,Hydropsalis torquata
AVIBASE-3211B67B,Hydrornis baudii,Hydrornis baudii,Pitta baudii
AVIBASE-B8FF6A4A,Hydrornis caeruleus,Hydrornis caeruleus,Pitta caerulea
AVIBASE-37815E0C,Hydrornis cyaneus,Hydrornis cyaneus,Pitta cyanea
AVIBASE-1F56AB5C,Hydrornis elliotii,Hydrornis elliotii,Pitta elliotii
AVIBASE-FA65A7F3,Hydrornis guajanus,Hydrornis guajanus,Pitta guajana
AVIBASE-F79F5251,Hydrornis gurneyi,Hydrornis gurneyi,Pitta gurneyi
AVIBASE-6B071C03,Hydrornis irena,Hydrornis irena,Pitta guajana
AVIBASE-1026AAFD,Hydrornis nipalensis,Hydrornis nipalensis,Pitta nipalensis
AVIBASE-0C0DB1B2,Hydrornis oatesi,Hydrornis oatesi,Pitta oatesi
AVIBASE-C47B5627,Hydrornis phayrei,Hydrornis phayrei,Pitta phayrei
AVIBASE-38162B46,Hydrornis schneideri,Hydrornis schneideri,Pitta schneideri
AVIBASE-90ED68D3,Hydrornis schwaneri,Hydrornis schwaneri,Pitta guajana
AVIBASE-AC3A8E40,Hydrornis soror,Hydrornis soror,Pitta soror
AVIBASE-527A0279,Hylatomus fuscipennis,Dryocopus lineatus,Dryocopus lineatus
AVIBASE-37C7AB16,Hylatomus lineatus,Dryocopus lineatus,Dryocopus lineatus
AVIBASE-00635FF9,Hylatomus pileatus,Dryocopus pileatus,Dryocopus pileatus
AVIBASE-43089030,Hylatomus schulzii,Dryocopus schulzii,Dryocopus schulzi
AVIBASE-A56461ED,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes uniformis
AVIBASE-A56461ED,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes perrotii
AVIBASE-A56461ED,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes brigidai
AVIBASE-8DA960E6,Hylexetastes stresemanni,Hylexetastes stresemanni,Hylexetastes stresemanni
AVIBASE-98BA31AA,Hylia prasina,Hylia prasina,Hylia prasina
AVIBASE-F840409E,Hyliota australis,Hyliota australis,Hyliota australis
AVIBASE-0F82D614,Hyliota flavigaster,Hyliota flavigaster,Hyliota flavigaster
AVIBASE-BC190F25,Hyliota usambara,Hyliota usambara,Hyliota usambara
AVIBASE-9187C7FC,Hyliota violacea,Hyliota violacea,Hyliota violacea
AVIBASE-8E1D9327,Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina
AVIBASE-315A1AD2,Hylocitrea bonensis,Hylocitrea bonensis,Hylocitrea bonensis
AVIBASE-9E9FDF8D,Hylocitrea bonthaina,Hylocitrea bonensis,Hylocitrea bonensis
AVIBASE-64360684,Hylomanes momotula,Hylomanes momotula,Hylomanes momotula
AVIBASE-E6180714,Hylonympha macrocerca,Hylonympha macrocerca,Hylonympha macrocerca
AVIBASE-44A0A4E3,Hylopezus auricularis,Hylopezus auricularis,Hylopezus auricularis
AVIBASE-B7FFE09E,Hylopezus berlepschi,Myrmothera berlepschi,Hylopezus berlepschi
AVIBASE-FF02D7B1,Hylopezus dives,Myrmothera dives,Hylopezus dives
AVIBASE-601048C6,Hylopezus fulviventris,Myrmothera fulviventris,Hylopezus fulviventris
AVIBASE-5E70FF0F,Hylopezus macularius,Hylopezus paraensis,Hylopezus macularius
AVIBASE-CE02A627,Hylopezus macularius,Hylopezus macularius,Hylopezus macularius
AVIBASE-ED55CD26,Hylopezus macularius,Hylopezus whittakeri,Hylopezus macularius
AVIBASE-88C22F63,Hylopezus macularius,NA,Hylopezus macularius
AVIBASE-8B1CD00B,Hylopezus nattereri,Cryptopezus nattereri,Hylopezus nattereri
AVIBASE-F900EC2D,Hylopezus ochroleucus,Hylopezus ochroleucus,Hylopezus ochroleucus
AVIBASE-FC8137F0,Hylopezus perspicillatus,Hylopezus perspicillatus,Hylopezus perspicillatus
AVIBASE-7CA69E1B,Hylophilus amaurocephalus,Hylophilus amaurocephalus,Hylophilus amaurocephalus
AVIBASE-04FCFB94,Hylophilus brunneiceps,Hylophilus brunneiceps,Hylophilus brunneiceps
AVIBASE-02BAFB6D,Hylophilus flavipes,Hylophilus flavipes,Hylophilus flavipes
AVIBASE-FBB3152C,Hylophilus griseiventris,Hylophilus thoracicus,Hylophilus thoracicus
AVIBASE-BD305580,Hylophilus insularis,Hylophilus flavipes,Hylophilus flavipes
AVIBASE-2E5B2F9F,Hylophilus olivaceus,Hylophilus olivaceus,Hylophilus olivaceus
AVIBASE-18CB2D8A,Hylophilus pectoralis,Hylophilus pectoralis,Hylophilus pectoralis
AVIBASE-5F94B6F3,Hylophilus poicilotis,Hylophilus poicilotis,Hylophilus poicilotis
AVIBASE-4FB729B2,Hylophilus semicinereus,Hylophilus semicinereus,Hylophilus semicinereus
AVIBASE-D15CB55B,Hylophilus thoracicus,Hylophilus thoracicus,Hylophilus thoracicus
AVIBASE-1BF88ABD,Hylophilus viridiflavus,Hylophilus flavipes,Hylophilus flavipes
AVIBASE-87EC4643,Hylophylax naevioides,Hylophylax naevioides,Hylophylax naevioides
AVIBASE-363EDFA8,Hylophylax naevius,Hylophylax naevius,Hylophylax naevius
AVIBASE-C207B0AF,Hylophylax punctulatus,Hylophylax punctulatus,Hylophylax punctulatus
AVIBASE-60B48D34,Hylopsar cupreocauda,Hylopsar cupreocauda,Lamprotornis cupreocauda
AVIBASE-A8BD788E,Hylopsar purpureiceps,Hylopsar purpureiceps,Lamprotornis purpureiceps
